feature_id,canonical_token,valid_contexts,evaluated_contexts,total_contexts,passed,failure_reason
684,casino,1,24,45,0,insufficient matching contexts
685,,0,0,41,0,only 41 contexts
686,,0,0,44,0,only 44 contexts
687,func,13,24,45,0,insufficient matching contexts
688,,0,0,43,0,only 43 contexts
689,,0,0,40,0,only 40 contexts
690,,0,0,42,0,only 42 contexts
691,,0,0,42,0,only 42 contexts
692,,0,0,42,0,only 42 contexts
693,ghost,1,24,45,0,insufficient matching contexts
694,,0,24,45,0,insufficient matching contexts
695,,0,0,36,0,only 36 contexts
696,things,24,24,45,1,
697,,0,24,45,0,insufficient matching contexts
698,,0,0,42,0,only 42 contexts
699,who,4,24,45,0,insufficient matching contexts
700,vertically,2,24,45,0,insufficient matching contexts
701,rule,1,24,45,0,insufficient matching contexts
702,nbsp,2,24,45,0,insufficient matching contexts
703,,0,0,39,0,only 39 contexts
704,,0,24,45,0,insufficient matching contexts
705,,0,24,45,0,insufficient matching contexts
706,,0,24,45,0,insufficient matching contexts
707,,0,0,34,0,only 34 contexts
708,,0,0,35,0,only 35 contexts
709,inn,18,24,45,0,insufficient matching contexts
710,int,1,24,45,0,insufficient matching contexts
711,applicable,5,24,45,0,insufficient matching contexts
712,,0,24,45,0,insufficient matching contexts
713,å,4,24,45,0,insufficient matching contexts
714,,0,0,44,0,only 44 contexts
715,,0,0,39,0,only 39 contexts
716,,0,0,37,0,only 37 contexts
717,include,24,24,45,1,
718,heritage,2,24,45,0,insufficient matching contexts
719,directory,7,24,45,0,insufficient matching contexts
720,regard,1,24,45,0,insufficient matching contexts
721,,0,24,45,0,insufficient matching contexts
722,before,12,24,45,0,insufficient matching contexts
723,hockey,22,24,45,1,
724,and,1,24,45,0,insufficient matching contexts
725,,0,0,44,0,only 44 contexts
726,,0,0,43,0,only 43 contexts
727,the,22,24,45,1,
728,press,24,24,45,1,
729,,0,0,41,0,only 41 contexts
730,,0,0,27,0,only 27 contexts
731,sling,5,24,45,0,insufficient matching contexts
732,,0,24,45,0,insufficient matching contexts
733,,0,24,45,0,insufficient matching contexts
734,,0,0,37,0,only 37 contexts
735,,0,24,45,0,insufficient matching contexts
736,over,8,24,45,0,insufficient matching contexts
737,,0,24,45,0,insufficient matching contexts
738,,0,0,43,0,only 43 contexts
739,,0,0,43,0,only 43 contexts
740,very,8,24,45,0,insufficient matching contexts
741,,0,0,34,0,only 34 contexts
742,,0,0,37,0,only 37 contexts
743,investors,1,24,45,0,insufficient matching contexts
744,,0,0,35,0,only 35 contexts
745,,0,0,40,0,only 40 contexts
746,in,1,24,45,0,insufficient matching contexts
747,,0,24,45,0,insufficient matching contexts
748,ovac,3,24,45,0,insufficient matching contexts
749,united,4,24,45,0,insufficient matching contexts
750,effects,1,24,45,0,insufficient matching contexts
751,,0,24,45,0,insufficient matching contexts
752,column,1,24,45,0,insufficient matching contexts
753,issue,2,24,45,0,insufficient matching contexts
754,,0,0,42,0,only 42 contexts
755,,0,0,42,0,only 42 contexts
756,,0,0,39,0,only 39 contexts
757,,0,0,42,0,only 42 contexts
758,,0,0,42,0,only 42 contexts
759,singer,24,24,45,1,
760,dielectric,5,24,45,0,insufficient matching contexts
761,,0,24,45,0,insufficient matching contexts
762,,0,0,41,0,only 41 contexts
763,,0,24,45,0,insufficient matching contexts
764,,0,24,45,0,insufficient matching contexts
765,with,3,24,45,0,insufficient matching contexts
766,scale,3,24,45,0,insufficient matching contexts
767,,0,0,44,0,only 44 contexts
768,formation,1,24,45,0,insufficient matching contexts
769,,0,24,45,0,insufficient matching contexts
770,master,24,24,45,1,
771,con,1,24,45,0,insufficient matching contexts
772,that,1,24,45,0,insufficient matching contexts
773,,0,0,42,0,only 42 contexts
774,,0,24,45,0,insufficient matching contexts
775,me,20,24,45,0,insufficient matching contexts
776,,0,24,45,0,insufficient matching contexts
777,natural,1,24,45,0,insufficient matching contexts
778,,0,0,44,0,only 44 contexts
779,and,7,24,45,0,insufficient matching contexts
780,,0,24,45,0,insufficient matching contexts
781,pa,1,24,45,0,insufficient matching contexts
782,introduction,3,24,45,0,insufficient matching contexts
783,earnest,3,24,45,0,insufficient matching contexts
784,,0,24,45,0,insufficient matching contexts
785,bought,3,24,45,0,insufficient matching contexts
786,,0,0,26,0,only 26 contexts
787,group,1,24,45,0,insufficient matching contexts
788,,0,0,38,0,only 38 contexts
789,face,12,24,45,0,insufficient matching contexts
790,,0,0,29,0,only 29 contexts
791,josé,1,24,45,0,insufficient matching contexts
792,,0,0,38,0,only 38 contexts
793,,0,0,41,0,only 41 contexts
794,something,1,24,45,0,insufficient matching contexts
795,,0,0,43,0,only 43 contexts
796,anything,2,24,45,0,insufficient matching contexts
797,,0,0,36,0,only 36 contexts
798,,0,24,45,0,insufficient matching contexts
799,may,1,24,45,0,insufficient matching contexts
800,umab,1,24,45,0,insufficient matching contexts
801,teaching,24,24,45,1,
802,,0,0,40,0,only 40 contexts
803,mark,1,24,45,0,insufficient matching contexts
804,,0,0,37,0,only 37 contexts
805,,0,0,44,0,only 44 contexts
806,ijer,2,24,45,0,insufficient matching contexts
807,to,1,24,45,0,insufficient matching contexts
808,says,4,24,45,0,insufficient matching contexts
809,,0,24,45,0,insufficient matching contexts
810,,0,24,45,0,insufficient matching contexts
811,used,3,24,45,0,insufficient matching contexts
812,,0,24,45,0,insufficient matching contexts
813,,0,0,42,0,only 42 contexts
814,,0,0,42,0,only 42 contexts
815,police,2,24,45,0,insufficient matching contexts
816,,0,0,42,0,only 42 contexts
817,type,22,24,45,1,
818,mainly,3,24,45,0,insufficient matching contexts
819,in,22,24,45,1,
820,,0,0,44,0,only 44 contexts
821,,0,0,41,0,only 41 contexts
822,,0,0,40,0,only 40 contexts
823,,0,24,45,0,insufficient matching contexts
824,,0,0,42,0,only 42 contexts
825,,0,24,45,0,insufficient matching contexts
826,,0,24,45,0,insufficient matching contexts
827,,0,24,45,0,insufficient matching contexts
828,,0,0,41,0,only 41 contexts
829,,0,24,45,0,insufficient matching contexts
830,,0,24,45,0,insufficient matching contexts
831,,0,0,43,0,only 43 contexts
832,,0,24,45,0,insufficient matching contexts
833,testcase,1,24,45,0,insufficient matching contexts
834,,0,0,35,0,only 35 contexts
835,,0,24,45,0,insufficient matching contexts
836,,0,24,45,0,insufficient matching contexts
837,,0,0,41,0,only 41 contexts
838,males,1,24,45,0,insufficient matching contexts
839,lceil,9,24,45,0,insufficient matching contexts
840,,0,0,40,0,only 40 contexts
841,l,4,24,45,0,insufficient matching contexts
842,,0,24,45,0,insufficient matching contexts
843,pam,1,24,45,0,insufficient matching contexts
844,,0,24,45,0,insufficient matching contexts
845,,0,0,43,0,only 43 contexts
846,country,3,24,45,0,insufficient matching contexts
847,,0,0,25,0,only 25 contexts
848,,0,0,44,0,only 44 contexts
849,information,18,24,45,0,insufficient matching contexts
850,,0,0,44,0,only 44 contexts
851,at,1,24,45,0,insufficient matching contexts
852,shear,22,24,45,1,
853,length,1,24,45,0,insufficient matching contexts
854,aggregation,1,24,45,0,insufficient matching contexts
855,,0,24,45,0,insufficient matching contexts
856,accommodate,5,24,45,0,insufficient matching contexts
857,,0,0,43,0,only 43 contexts
858,guidelines,4,24,45,0,insufficient matching contexts
859,,0,0,44,0,only 44 contexts
860,,0,24,45,0,insufficient matching contexts
861,it,2,24,45,0,insufficient matching contexts
862,close,6,24,45,0,insufficient matching contexts
863,interaction,18,24,45,0,insufficient matching contexts
864,,0,0,40,0,only 40 contexts
865,,0,24,45,0,insufficient matching contexts
866,,0,0,41,0,only 41 contexts
867,,0,0,44,0,only 44 contexts
868,fabric,1,24,45,0,insufficient matching contexts
869,,0,0,44,0,only 44 contexts
870,,0,24,45,0,insufficient matching contexts
871,,0,24,45,0,insufficient matching contexts
872,is,22,24,45,1,
873,dark,4,24,45,0,insufficient matching contexts
874,disadvantages,5,24,45,0,insufficient matching contexts
875,,0,0,40,0,only 40 contexts
876,continent,1,24,45,0,insufficient matching contexts
877,,0,0,40,0,only 40 contexts
878,,0,24,45,0,insufficient matching contexts
879,gson,1,24,45,0,insufficient matching contexts
880,one,6,24,45,0,insufficient matching contexts
881,,0,0,44,0,only 44 contexts
882,parker,6,24,45,0,insufficient matching contexts
883,leonard,15,24,45,0,insufficient matching contexts
884,,0,0,30,0,only 30 contexts
885,,0,0,42,0,only 42 contexts
886,,0,24,45,0,insufficient matching contexts
887,,0,0,42,0,only 42 contexts
888,into,8,24,45,0,insufficient matching contexts
889,,0,24,45,0,insufficient matching contexts
890,,0,0,44,0,only 44 contexts
891,,0,24,45,0,insufficient matching contexts
892,gaze,1,24,45,0,insufficient matching contexts
893,area,2,24,45,0,insufficient matching contexts
894,union,3,24,45,0,insufficient matching contexts
895,,0,0,42,0,only 42 contexts
896,l,2,24,45,0,insufficient matching contexts
897,,0,24,45,0,insufficient matching contexts
898,,0,0,42,0,only 42 contexts
899,,0,0,43,0,only 43 contexts
900,,0,0,36,0,only 36 contexts
901,,0,24,45,0,insufficient matching contexts
902,,0,24,45,0,insufficient matching contexts
903,fiction,1,24,45,0,insufficient matching contexts
904,outwards,1,24,45,0,insufficient matching contexts
905,similar,4,24,45,0,insufficient matching contexts
906,dimen,5,24,45,0,insufficient matching contexts
907,rap,2,24,45,0,insufficient matching contexts
908,images,6,24,45,0,insufficient matching contexts
909,check,2,24,45,0,insufficient matching contexts
910,,0,24,45,0,insufficient matching contexts
911,over,2,24,45,0,insufficient matching contexts
912,jar,1,24,45,0,insufficient matching contexts
913,vp,2,24,45,0,insufficient matching contexts
914,different,1,24,45,0,insufficient matching contexts
915,,0,0,42,0,only 42 contexts
916,disclosure,23,24,45,1,
917,schema,22,24,45,1,
918,from,19,24,45,0,insufficient matching contexts
919,,0,0,36,0,only 36 contexts
920,ch,7,24,45,0,insufficient matching contexts
921,leftarrow,9,24,45,0,insufficient matching contexts
922,,0,0,40,0,only 40 contexts
923,,0,24,45,0,insufficient matching contexts
924,overlooked,1,24,45,0,insufficient matching contexts
925,,0,24,45,0,insufficient matching contexts
926,,0,24,45,0,insufficient matching contexts
927,cre,18,24,45,0,insufficient matching contexts
928,,0,24,45,0,insufficient matching contexts
929,spaces,2,24,45,0,insufficient matching contexts
930,,0,0,43,0,only 43 contexts
931,artwork,20,24,45,0,insufficient matching contexts
932,li,2,24,45,0,insufficient matching contexts
933,jetbrains,14,24,45,0,insufficient matching contexts
934,health,1,24,45,0,insufficient matching contexts
935,ministry,1,24,45,0,insufficient matching contexts
936,,0,0,40,0,only 40 contexts
937,,0,0,41,0,only 41 contexts
938,,0,0,43,0,only 43 contexts
939,,0,0,37,0,only 37 contexts
940,,0,24,45,0,insufficient matching contexts
941,com,17,24,45,0,insufficient matching contexts
942,s,6,24,45,0,insufficient matching contexts
943,,0,24,45,0,insufficient matching contexts
944,,0,24,45,0,insufficient matching contexts
945,expected,5,24,45,0,insufficient matching contexts
946,,0,0,38,0,only 38 contexts
947,,0,24,45,0,insufficient matching contexts
948,,0,0,41,0,only 41 contexts
949,house,1,24,45,0,insufficient matching contexts
950,,0,0,44,0,only 44 contexts
951,,0,0,42,0,only 42 contexts
952,do,3,24,45,0,insufficient matching contexts
953,warning,24,24,45,1,
954,nm,1,24,45,0,insufficient matching contexts
955,,0,0,37,0,only 37 contexts
956,,0,24,45,0,insufficient matching contexts
957,,0,24,45,0,insufficient matching contexts
958,saying,7,24,45,0,insufficient matching contexts
959,,0,24,45,0,insufficient matching contexts
960,,0,0,44,0,only 44 contexts
961,lockout,1,24,45,0,insufficient matching contexts
962,,0,0,40,0,only 40 contexts
963,,0,0,42,0,only 42 contexts
964,provide,16,24,45,0,insufficient matching contexts
965,,0,0,44,0,only 44 contexts
966,sn,1,24,45,0,insufficient matching contexts
967,,0,0,42,0,only 42 contexts
968,,0,24,45,0,insufficient matching contexts
969,influence,24,24,45,1,
970,,0,0,37,0,only 37 contexts
971,geographical,9,24,45,0,insufficient matching contexts
972,times,3,24,45,0,insufficient matching contexts
973,,0,0,35,0,only 35 contexts
974,,0,0,44,0,only 44 contexts
975,this,2,24,45,0,insufficient matching contexts
976,suspect,2,24,45,0,insufficient matching contexts
977,sex,4,24,45,0,insufficient matching contexts
978,consists,1,24,45,0,insufficient matching contexts
979,,0,0,39,0,only 39 contexts
980,,0,24,45,0,insufficient matching contexts
981,,0,0,44,0,only 44 contexts
982,,0,24,45,0,insufficient matching contexts
983,,0,24,45,0,insufficient matching contexts
984,bold,24,24,45,1,
985,launch,24,24,45,1,
986,with,3,24,45,0,insufficient matching contexts
987,is,3,24,45,0,insufficient matching contexts
988,with,23,24,45,1,
989,abandon,1,24,45,0,insufficient matching contexts
990,,0,0,34,0,only 34 contexts
991,delighted,1,24,45,0,insufficient matching contexts
992,wheel,2,24,45,0,insufficient matching contexts
993,ened,3,24,45,0,insufficient matching contexts
994,,0,24,45,0,insufficient matching contexts
995,nu,3,24,45,0,insufficient matching contexts
996,ugh,1,24,45,0,insufficient matching contexts
997,to,24,24,45,1,
998,object,1,24,45,0,insufficient matching contexts
999,evidence,1,24,45,0,insufficient matching contexts
1000,,0,0,41,0,only 41 contexts
1001,cock,1,24,45,0,insufficient matching contexts
1003,tolerate,4,24,45,0,insufficient matching contexts
1005,by,7,24,45,0,insufficient matching contexts
1008,,0,24,45,0,insufficient matching contexts
1006,,0,0,42,0,only 42 contexts
1007,sie,1,24,45,0,insufficient matching contexts
1002,,0,24,45,0,insufficient matching contexts
1004,dependent,2,24,45,0,insufficient matching contexts
1009,kub,1,24,45,0,insufficient matching contexts
1010,,0,0,42,0,only 42 contexts
1011,,0,24,45,0,insufficient matching contexts
1012,v,1,24,45,0,insufficient matching contexts
1017,,0,0,36,0,only 36 contexts
1014,navigation,2,24,45,0,insufficient matching contexts
1013,izi,4,24,45,0,insufficient matching contexts
1015,,0,0,37,0,only 37 contexts
1016,june,3,24,45,0,insufficient matching contexts
1018,,0,0,38,0,only 38 contexts
1019,,0,0,44,0,only 44 contexts
1020,,0,0,39,0,only 39 contexts
1021,,0,0,43,0,only 43 contexts
1022,d,1,24,45,0,insufficient matching contexts
1025,,0,0,41,0,only 41 contexts
1023,flora,22,24,45,1,
1027,,0,0,40,0,only 40 contexts
1026,,0,0,43,0,only 43 contexts
1024,ir,6,24,45,0,insufficient matching contexts
1028,,0,0,42,0,only 42 contexts
1029,estimation,1,24,45,0,insufficient matching contexts
1030,primary,1,24,45,0,insufficient matching contexts
1033,,0,0,38,0,only 38 contexts
1032,,0,24,45,0,insufficient matching contexts
1031,,0,0,42,0,only 42 contexts
1035,which,9,24,45,0,insufficient matching contexts
1034,,0,0,41,0,only 41 contexts
1036,alities,2,24,45,0,insufficient matching contexts
1037,explore,2,24,45,0,insufficient matching contexts
1038,,0,0,33,0,only 33 contexts
1039,cre,24,24,45,1,
1040,helpers,1,24,45,0,insufficient matching contexts
1041,,0,24,45,0,insufficient matching contexts
1042,,0,0,44,0,only 44 contexts
1044,,0,24,45,0,insufficient matching contexts
1045,,0,0,41,0,only 41 contexts
1043,,0,0,42,0,only 42 contexts
1046,goal,20,24,45,0,insufficient matching contexts
1047,,0,24,45,0,insufficient matching contexts
1048,,0,0,43,0,only 43 contexts
1049,up,2,24,45,0,insufficient matching contexts
1050,wireless,3,24,45,0,insufficient matching contexts
1052,serious,3,24,45,0,insufficient matching contexts
1051,very,24,24,45,1,
1054,located,24,24,45,1,
1053,dog,1,24,45,0,insufficient matching contexts
1055,,0,24,45,0,insufficient matching contexts
1056,,0,0,42,0,only 42 contexts
1057,control,1,24,45,0,insufficient matching contexts
1058,,0,0,38,0,only 38 contexts
1059,the,24,24,45,1,
1061,,0,0,44,0,only 44 contexts
1062,,0,0,37,0,only 37 contexts
1060,powered,1,24,45,0,insufficient matching contexts
1063,head,24,24,45,1,
1064,,0,24,45,0,insufficient matching contexts
1066,,0,0,43,0,only 43 contexts
1067,,0,0,43,0,only 43 contexts
1065,,0,0,39,0,only 39 contexts
1068,,0,0,35,0,only 35 contexts
1069,,0,24,45,0,insufficient matching contexts
1071,,0,0,42,0,only 42 contexts
1070,w,2,24,45,0,insufficient matching contexts
1072,recruitment,13,24,45,0,insufficient matching contexts
1073,,0,24,45,0,insufficient matching contexts
1074,irre,3,24,45,0,insufficient matching contexts
1075,,0,0,44,0,only 44 contexts
1076,,0,24,45,0,insufficient matching contexts
